formula,intensity,m/z
C45H38O17,6327997,849.2036
C42H60O18,3327323,851.37094
C65H26O3,2860443,853.18101
C41H42O20,4256221,853.2194
C42H34O20,2856096,857.1567
C69H16O1,7598584,859.11272
C65H26N2O2,8649631,865.19177
C45H38O18,89209768,865.19864
C39H38N4O19,6634423,865.20553
C48H32N6O11,8550777,867.20535
C36H34N6O20,2697995,869.17536
C41H42O21,3856207,869.21422
C41H44O21,4617527,871.23021
C45H36O19,4928549,879.17786
C45H38O19,19073560,881.19355
C44H36O20,4714442,883.17246
C61H24N8O1,2945019,883.20002
C45H40O19,2854922,883.20895
C40H33N5O19,5784710,886.16954
C41H44O22,14832595,887.22524
C43H38O21,2969947,889.18298
C45H36O20,4481712,895.17281
C58H22N6O6,2664529,897.15283
C45H38O20,17717392,897.18813
C44H36O21,16090666,899.16756
C58H32N2O9,3133033,899.20329
C47H30N6O14,3929072,901.17476
C56H34N6O7,3112036,901.24128
C56H28N2O11,2740619,903.16194
C56H30N2O11,2813775,905.17753
C45H36O21,3684359,911.16802
C44H34O22,4945254,913.14679
C45H38O21,9090469,913.18318
C44H36O22,23515898,915.16261
C45H40O21,3545913,915.1992
C46H34N2O19,3205232,917.16867
C42H46O23,6893795,917.23559
C65H33N3O4,3727259,918.23981
C48H56O18,3195636,919.33957
C43H38O23,4813609,921.17353
C49H54N4O14,2802785,921.35614
C47H42O20,10290671,925.21955
C58H22N6O8,3268523,929.14234
C45H38O22,6389735,929.17859
C46H44O21,5717315,931.22982
C66H25N3O5,3006968,938.17197
C47H42O21,12049743,941.21435
C46H37N5O18,3377327,946.20584
C46H44O22,3535626,947.2248
C46H46O22,2920330,949.2411
C63H36N8O3,5700642,951.28343
C41H11N5O24,14325948,955.97219
C60H34N2O11,5218357,957.20861
C77H24O1,9331664,963.17559
C53H13N1O19,5051499,966.00058
C64H26O11,2846375,969.13978
C73H26N4O1,3184112,973.20314
C77H24O2,2824051,979.17071
C52H12N2O20,15938676,982.99091
C62H60N6O6,4771574,983.44989
C49H78O20,3181072,985.5011
C58H86N2O11,3012271,985.61592
C50H50N6O16,3127929,989.3208
C62H97N1O14,2992645,1078.68374
C57H76O23,10249193,1127.47049
C80H63N3O4,3409071,1128.47468
C62H98O19,2956527,1145.66324
